"COUNTRY","Country","ISC11_LEVEL_CAT","Education level and programe orientation","INDICATOR","Indicator","EXPENDITURE_TYPE","Type of expenditure","REF_SECTOR","Source of funds","COUNTERPART_SECTOR","Institution type","YEAR","Year","Value","Flag Codes","Flags"
"DNK","Denmark","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"DNK","Denmark","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"SVN","Slovenia","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"SVN","Slovenia","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"TUR","Turkey","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",3714.814,,
"TUR","Turkey","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"TUR","Turkey","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"TUR","Turkey","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"FRA","France","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",10993.843,,
"FRA","France","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"CZE","Czech Republic","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",8720.448,,
"CZE","Czech Republic","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"AUT","Austria","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",11026.178,,
"AUT","Austria","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"IRL","Ireland","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"IRL","Ireland","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"TUR","Turkey","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",3164.17,,
"TUR","Turkey","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LVA","Latvia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",8079.875,,
"LVA","Latvia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"ESP","Spain","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",0,,
"ESP","Spain","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GRC","Greece","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"GRC","Greece","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BEL","Belgium","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",13496.681,"w","Includes data from another category"
"BEL","Belgium","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NOR","Norway","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",7171.575,,
"NOR","Norway","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NZL","New Zealand","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"NZL","New Zealand","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LTU","Lithuania","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",659.241,,
"LTU","Lithuania","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"CAN","Canada","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",,"x","Data included in another category"
"CAN","Canada","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NOR","Norway","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",17224.679,,
"NOR","Norway","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"CHE","Switzerland","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"CHE","Switzerland","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"IRL","Ireland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"IRL","Ireland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BRA","Brazil","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",2713.574,,
"BRA","Brazil","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"TUR","Turkey","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",3491.499,,
"TUR","Turkey","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LVA","Latvia","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",6722.639,,
"LVA","Latvia","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"RUS","Russia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"RUS","Russia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"AUS","Australia","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",14150.605,,
"AUS","Australia","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"HUN","Hungary","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",0,,
"HUN","Hungary","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"HUN","Hungary","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",4347.585,,
"HUN","Hungary","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"KOR","Korea","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",643.966,,
"KOR","Korea","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"FIN","Finland","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",9022.716,,
"FIN","Finland","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"EST","Estonia","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"EST","Estonia","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"SWE","Sweden","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",9633.598,,
"SWE","Sweden","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"TUR","Turkey","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",,"z","Not applicable"
"TUR","Turkey","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BEL","Belgium","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",,"x","Data included in another category"
"BEL","Belgium","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"SVN","Slovenia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",7843.693,,
"SVN","Slovenia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LUX","Luxembourg","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",19571.018,,
"LUX","Luxembourg","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"USA","United States","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",8876.295,,
"USA","United States","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"DEU","Germany","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",195176.81,,
"DEU","Germany","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",9506.276,,
"GBR","United Kingdom","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"AUS","Australia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",788.218,,
"AUS","Australia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LVA","Latvia","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",6712.401,,
"LVA","Latvia","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"KOR","Korea","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",1542.908,,
"KOR","Korea","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"FIN","Finland","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",12834.333,,
"FIN","Finland","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"IRL","Ireland","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",9983.389,,
"IRL","Ireland","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"KOR","Korea","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"KOR","Korea","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"PRT","Portugal","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",,"x","Data included in another category"
"PRT","Portugal","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"POL","Poland","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"POL","Poland","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",8840.682,,
"GBR","United Kingdom","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LTU","Lithuania","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",5589.145,,
"LTU","Lithuania","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NLD","Netherlands","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",65875.945,,
"NLD","Netherlands","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"ISL","Iceland","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",359.367,,
"ISL","Iceland","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BRA","Brazil","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"BRA","Brazil","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"IRL","Ireland","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"IRL","Ireland","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"ITA","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",6945.094,,
"ITA","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LVA","Latvia","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",5085.544,,
"LVA","Latvia","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"JPN","Japan","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"JPN","Japan","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",0,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GRC","Greece","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",9927.89,,
"GRC","Greece","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NLD","Netherlands","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",7867.849,,
"NLD","Netherlands","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"FRA","France","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",7395.346,,
"FRA","France","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NOR","Norway","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",15705.414,,
